Wearable-1,Ax,Ay,Az,Gx,Gy,Gz,Sensor time,,Wearable-2,Ax,Ay,Az,Gx,Gy,Gz,Sensor time
,,,,,,,,,192.168.43.159,0.150390625,-0.061035156,0.979492188,-11.16943359,1.525878906,2.868652344,2.05E+08
192.168.43.70,-0.311523438,-0.845703125,0.5234375,-0.305175781,1.220703125,0.183105469,2.23E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.149414063,-0.029296875,0.934570313,-11.16943359,0.671386719,2.563476563,2.05E+08
192.168.43.70,-0.301269531,-0.850585938,0.522949219,0.061035156,-0.061035156,-0.793457031,2.23E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.130371094,-0.040527344,0.932617188,-11.84082031,4.760742188,3.051757813,2.05E+08
192.168.43.70,-0.296386719,-0.844726563,0.529296875,0.9765625,0.305175781,-0.793457031,2.23E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.106445313,-0.053710938,0.962890625,-12.63427734,6.103515625,2.990722656,2.05E+08
192.168.43.70,-0.303222656,-0.84765625,0.524414063,1.159667969,0.48828125,0.48828125,2.23E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.224121094,-0.325683594,1.237792969,-13.42773438,6.530761719,2.868652344,2.05E+08
192.168.43.70,-0.297851563,-0.869140625,0.506347656,3.295898438,-1.220703125,1.586914063,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.12890625,-0.400390625,1.257324219,-1.098632813,18.00537109,-0.244140625,2.05E+08
192.168.43.70,-0.304199219,-0.8515625,0.520507813,8.972167969,-0.366210938,1.586914063,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.104492188,-0.308105469,0.722167969,15.74707031,-35.70556641,-10.98632813,2.05E+08
192.168.43.70,-0.307128906,-0.812011719,0.562988281,8.056640625,0.366210938,-0.122070313,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.340332031,-0.307617188,1.052246094,6.103515625,-26.79443359,-10.25390625,2.05E+08
192.168.43.70,-0.341308594,-0.821777344,0.538085938,0.122070313,-1.220703125,-4.150390625,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.155761719,-0.361816406,1.137695313,-7.385253906,38.0859375,-0.48828125,2.05E+08
192.168.43.70,-0.291992188,-0.853515625,0.522460938,-1.098632813,-3.967285156,-6.408691406,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.138183594,-0.295410156,0.888183594,-2.990722656,36.31591797,6.530761719,2.05E+08
192.168.43.70,-0.256835938,-0.859863281,0.529785156,2.990722656,-2.685546875,-3.41796875,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.110351563,-0.147949219,0.9609375,-6.042480469,-0.9765625,7.995605469,2.05E+08
192.168.43.70,-0.301757813,-0.832519531,0.543457031,4.150390625,-0.061035156,0.366210938,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.135742188,-0.179199219,1.047363281,-16.23535156,-15.68603516,10.19287109,2.05E+08
192.168.43.70,-0.312988281,-0.825683594,0.547851563,0.732421875,-1.46484375,-0.183105469,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.189941406,-0.149902344,0.979980469,-11.47460938,-7.141113281,6.958007813,2.05E+08
192.168.43.70,-0.291992188,-0.84765625,0.530761719,-1.159667969,-2.685546875,-1.831054688,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.249023438,-0.152832031,1.006835938,-12.20703125,-0.610351563,2.563476563,2.05E+08
192.168.43.70,-0.296875,-0.854003906,0.523925781,1.46484375,-1.281738281,-2.075195313,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.225097656,-0.189453125,1.008789063,-12.6953125,9.582519531,-2.197265625,2.05E+08
192.168.43.70,-0.282714844,-0.847167969,0.538085938,3.967285156,-1.953125,-0.48828125,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.146484375,-0.154785156,1.003417969,-6.774902344,10.92529297,-4.577636719,2.05E+08
192.168.43.70,-0.3046875,-0.839355469,0.538574219,3.295898438,-3.051757813,0.793457031,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.094238281,-0.160644531,0.989257813,-6.652832031,9.704589844,-1.831054688,2.05E+08
192.168.43.70,-0.295410156,-0.839355469,0.541992188,3.479003906,-3.356933594,-0.671386719,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.059082031,-0.194335938,0.932617188,-6.34765625,7.690429688,1.037597656,2.05E+08
192.168.43.70,-0.294921875,-0.833496094,0.545410156,4.211425781,-2.014160156,-1.708984375,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.099609375,-0.208007813,0.956542969,-3.173828125,1.525878906,1.220703125,2.05E+08
192.168.43.70,-0.28515625,-0.842773438,0.54296875,3.601074219,-2.685546875,0,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.159179688,-0.218261719,1.008300781,-3.051757813,-0.854492188,-0.244140625,2.05E+08
192.168.43.70,-0.294921875,-0.84765625,0.538574219,2.746582031,-4.39453125,1.892089844,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.157714844,-0.229492188,0.984375,-2.563476563,2.44140625,-2.075195313,2.05E+08
192.168.43.70,-0.288574219,-0.83984375,0.542480469,4.150390625,-4.211425781,1.46484375,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.131347656,-0.220214844,0.969726563,-0.671386719,6.164550781,-3.112792969,2.05E+08
192.168.43.70,-0.301757813,-0.827148438,0.551757813,5.737304688,-1.831054688,0.427246094,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.130859375,-0.22265625,0.990722656,-0.915527344,7.8125,-2.624511719,2.05E+08
192.168.43.70,-0.293945313,-0.840820313,0.546875,5.065917969,-2.319335938,0.732421875,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.129882813,-0.256347656,0.968261719,-2.197265625,6.896972656,-1.831054688,2.05E+08
192.168.43.70,-0.287597656,-0.846191406,0.544921875,5.615234375,-3.479003906,1.770019531,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.139160156,-0.264160156,0.941894531,-0.732421875,6.225585938,-1.098632813,2.05E+08
192.168.43.70,-0.293457031,-0.836425781,0.552246094,7.629394531,-2.868652344,2.014160156,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.156738281,-0.243164063,0.982421875,-0.305175781,10.25390625,-0.305175781,2.05E+08
192.168.43.70,-0.282714844,-0.825195313,0.564941406,8.728027344,-1.586914063,2.197265625,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.147949219,-0.230957031,0.999023438,-1.892089844,12.63427734,0.427246094,2.05E+08
192.168.43.70,-0.307617188,-0.828613281,0.561035156,7.446289063,-0.48828125,2.746582031,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.125488281,-0.219238281,0.990234375,-3.356933594,11.90185547,0.610351563,2.05E+08
192.168.43.70,-0.297363281,-0.834472656,0.558105469,6.408691406,-3.234863281,2.9296875,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.099121094,-0.229492188,0.976074219,-4.028320313,12.51220703,0.244140625,2.05E+08
192.168.43.70,-0.292480469,-0.830078125,0.562988281,6.8359375,-4.089355469,2.9296875,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.079101563,-0.237304688,0.975585938,-2.868652344,13.24462891,-0.427246094,2.06E+08
192.168.43.70,-0.291015625,-0.823242188,0.569824219,8.117675781,-3.173828125,3.173828125,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.067871094,-0.23046875,1.002929688,-2.014160156,14.09912109,-1.46484375,2.06E+08
192.168.43.70,-0.296386719,-0.833496094,0.565917969,8.850097656,-2.685546875,3.90625,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.063476563,-0.226074219,1.008300781,-3.601074219,14.16015625,-2.502441406,2.06E+08
192.168.43.70,-0.297851563,-0.823730469,0.573730469,9.399414063,-3.356933594,4.577636719,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.063476563,-0.238769531,0.979492188,-4.211425781,13.671875,-4.272460938,2.06E+08
192.168.43.70,-0.286621094,-0.822753906,0.577148438,9.27734375,-3.723144531,5.432128906,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.078613281,-0.262695313,0.979003906,-1.708984375,13.91601563,-4.760742188,2.06E+08
192.168.43.70,-0.310546875,-0.808105469,0.580566406,9.765625,-1.953125,5.004882813,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.083496094,-0.208496094,0.991210938,-0.732421875,16.6015625,-3.662109375,2.06E+08
192.168.43.70,-0.312988281,-0.814941406,0.580566406,9.216308594,-2.746582031,3.112792969,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.057128906,-0.2578125,0.976074219,-7.080078125,17.15087891,-2.868652344,2.06E+08
192.168.43.70,-0.294921875,-0.819824219,0.585449219,8.850097656,-4.516601563,2.502441406,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.032714844,-0.229492188,0.965820313,-2.990722656,13.671875,-2.990722656,2.06E+08
192.168.43.70,-0.287597656,-0.819335938,0.584960938,9.521484375,-4.211425781,3.90625,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.020507813,-0.228515625,1.001464844,-3.845214844,13.24462891,-1.159667969,2.06E+08
192.168.43.70,-0.301269531,-0.809082031,0.593261719,10.25390625,-2.9296875,4.8828125,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.006835938,-0.250488281,0.993164063,-2.990722656,10.62011719,-1.281738281,2.06E+08
192.168.43.70,-0.310546875,-0.805664063,0.596679688,10.25390625,-3.295898438,4.699707031,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.004394531,-0.226074219,0.982421875,-1.892089844,9.460449219,-0.854492188,2.06E+08
192.168.43.70,-0.307617188,-0.801269531,0.602050781,9.582519531,-4.333496094,3.479003906,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.008789063,-0.21875,1.000488281,-1.281738281,7.751464844,-1.098632813,2.06E+08
192.168.43.70,-0.293457031,-0.808105469,0.602050781,9.521484375,-4.638671875,2.9296875,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.032714844,-0.211914063,0.994140625,-0.366210938,2.746582031,-1.892089844,2.06E+08
192.168.43.70,-0.30859375,-0.800292969,0.60546875,10.00976563,-3.479003906,3.112792969,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.039550781,-0.238769531,0.975097656,-1.098632813,2.807617188,-0.915527344,2.06E+08
192.168.43.70,-0.303710938,-0.809082031,0.6015625,9.704589844,-4.455566406,3.479003906,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.046875,-0.237792969,0.989257813,0.244140625,3.479003906,-0.732421875,2.06E+08
192.168.43.70,-0.290527344,-0.797363281,0.615234375,11.04736328,-4.272460938,3.601074219,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.060058594,-0.245605469,1.000976563,-0.793457031,3.90625,-1.098632813,2.06E+08
192.168.43.70,-0.318847656,-0.774414063,0.625488281,10.25390625,-2.807617188,3.295898438,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.044921875,-0.272949219,0.974121094,-1.342773438,3.90625,-1.525878906,2.06E+08
192.168.43.70,-0.305175781,-0.801269531,0.618164063,7.141113281,-5.432128906,3.356933594,2.24E+08,,,,,,,,,
192.168.43.70,-0.293945313,-0.801757813,0.611328125,7.995605469,-6.042480469,3.295898438,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.078613281,-0.262207031,0.981445313,-3.90625,4.760742188,-1.281738281,2.06E+08
192.168.43.70,-0.3046875,-0.784667969,0.625488281,10.49804688,-3.90625,3.41796875,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.040527344,-0.224121094,0.986328125,-0.9765625,6.958007813,-2.746582031,2.06E+08
192.168.43.70,-0.310058594,-0.775390625,0.634765625,9.765625,-3.967285156,3.41796875,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.0234375,-0.237792969,0.976074219,-1.647949219,10.25390625,-0.549316406,2.06E+08
192.168.43.70,-0.301757813,-0.790527344,0.627929688,7.568359375,-5.493164063,3.601074219,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.018066406,-0.236328125,1.000488281,-1.159667969,10.00976563,0.915527344,2.06E+08
192.168.43.70,-0.301757813,-0.795898438,0.623535156,8.178710938,-5.37109375,3.90625,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.004394531,-0.247558594,0.981933594,-0.915527344,9.155273438,0.48828125,2.06E+08
192.168.43.70,-0.301269531,-0.777832031,0.641113281,10.43701172,-4.577636719,3.90625,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.020019531,-0.237792969,0.984863281,0.671386719,8.30078125,-1.46484375,2.06E+08
192.168.43.70,-0.317871094,-0.767089844,0.646972656,9.094238281,-4.211425781,3.845214844,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-4.88E-04,-0.236328125,0.999023438,-0.305175781,4.699707031,-2.380371094,2.06E+08
192.168.43.70,-0.307617188,-0.783691406,0.641601563,6.774902344,-6.530761719,3.601074219,2.24E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.028320313,-0.244140625,0.991210938,-1.281738281,4.089355469,-0.915527344,2.06E+08
192.168.43.70,-0.291503906,-0.779785156,0.641113281,7.202148438,-7.202148438,3.540039063,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.02734375,-0.2421875,0.983398438,-0.9765625,4.699707031,-0.48828125,2.06E+08
192.168.43.70,-0.293945313,-0.785644531,0.643066406,8.605957031,-4.638671875,3.845214844,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.018066406,-0.244140625,0.985351563,-0.9765625,4.577636719,-0.48828125,2.06E+08
192.168.43.70,-0.325195313,-0.762207031,0.651855469,10.25390625,-3.662109375,3.967285156,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.020019531,-0.243164063,0.990234375,-0.244140625,3.967285156,-1.220703125,2.06E+08
192.168.43.70,-0.3125,-0.76953125,0.656738281,8.911132813,-6.774902344,3.540039063,2.25E+08,,,,,,,,,
192.168.43.70,-0.292480469,-0.766601563,0.656738281,8.239746094,-8.178710938,3.112792969,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.014160156,-0.259765625,0.99609375,-0.48828125,5.920410156,-1.708984375,2.06E+08
,,,,,,,,,192.168.43.159,0.005859375,-0.26171875,0.985839844,-0.854492188,7.934570313,-2.075195313,2.06E+08
192.168.43.70,-0.291015625,-0.785644531,0.650390625,8.422851563,-5.737304688,3.723144531,2.25E+08,,,,,,,,,
192.168.43.70,-0.311035156,-0.76171875,0.664550781,11.47460938,-4.638671875,4.760742188,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.008300781,-0.247070313,0.983398438,-0.549316406,7.629394531,-2.44140625,2.06E+08
,,,,,,,,,192.168.43.159,0.009277344,-0.241699219,0.985351563,-0.610351563,7.263183594,-2.624511719,2.06E+08
192.168.43.70,-0.313964844,-0.748046875,0.672851563,10.49804688,-6.164550781,4.211425781,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.006347656,-0.255859375,0.98828125,-0.427246094,8.056640625,-3.723144531,2.06E+08
192.168.43.70,-0.307128906,-0.758789063,0.671386719,8.30078125,-7.385253906,3.723144531,2.25E+08,,,,,,,,,
192.168.43.70,-0.295410156,-0.763183594,0.667480469,7.507324219,-8.422851563,4.638671875,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.007324219,-0.271484375,0.981933594,0.244140625,6.774902344,-4.760742188,2.06E+08
192.168.43.70,-0.295410156,-0.774902344,0.666015625,9.094238281,-6.591796875,5.065917969,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.010253906,-0.251953125,0.989257813,0.915527344,5.310058594,-4.455566406,2.06E+08
192.168.43.70,-0.322265625,-0.742675781,0.677734375,12.45117188,-6.042480469,4.8828125,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.02734375,-0.245605469,0.989746094,-0.793457031,5.432128906,-3.112792969,2.06E+08
192.168.43.70,-0.297851563,-0.751464844,0.687011719,11.35253906,-8.972167969,5.065917969,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.005859375,-0.250488281,0.987304688,-2.136230469,7.202148438,-1.770019531,2.06E+08
,,,,,,,,,192.168.43.159,-0.023925781,-0.247558594,0.989746094,-2.197265625,9.27734375,-1.953125,2.06E+08
192.168.43.70,-0.2890625,-0.743164063,0.690917969,10.86425781,-7.873535156,5.676269531,2.25E+08,,,,,,,,,
192.168.43.70,-0.317382813,-0.747070313,0.682617188,9.948730469,-5.798339844,5.554199219,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.024414063,-0.252929688,0.983886719,-1.953125,8.7890625,-3.723144531,2.06E+08
192.168.43.70,-0.306152344,-0.763671875,0.680664063,11.04736328,-7.751464844,5.249023438,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.020019531,-0.264160156,0.983398438,-1.403808594,8.850097656,-5.065917969,2.06E+08
192.168.43.70,-0.298828125,-0.727539063,0.701660156,14.89257813,-7.568359375,4.516601563,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.00390625,-0.261230469,0.994628906,-0.549316406,9.338378906,-5.981445313,2.06E+08
192.168.43.70,-0.302734375,-0.723144531,0.710449219,13.36669922,-5.676269531,4.577636719,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.017578125,-0.257324219,0.986328125,-0.366210938,9.033203125,-5.310058594,2.06E+08
192.168.43.70,-0.318847656,-0.733398438,0.700683594,10.68115234,-7.019042969,5.676269531,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,0.006347656,-0.264160156,0.975097656,-0.244140625,11.29150391,-3.723144531,2.06E+08
192.168.43.70,-0.290039063,-0.75,0.693847656,11.10839844,-11.65771484,6.774902344,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.020507813,-0.274902344,0.961425781,0.9765625,11.65771484,-2.868652344,2.06E+08
192.168.43.70,-0.270507813,-0.738769531,0.709472656,16.72363281,-7.934570313,7.507324219,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.011230469,-0.280273438,0.994140625,1.281738281,11.04736328,-1.892089844,2.06E+08
192.168.43.70,-0.344238281,-0.688476563,0.725097656,18.73779297,-2.685546875,7.8125,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.038574219,-0.263671875,0.998046875,4.516601563,13.30566406,-1.037597656,2.06E+08
192.168.43.70,-0.330566406,-0.707519531,0.72265625,13.12255859,-11.35253906,6.713867188,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.060546875,-0.234375,0.979492188,4.638671875,10.49804688,-2.746582031,2.06E+08
192.168.43.70,-0.290039063,-0.725097656,0.73046875,13.54980469,-18.06640625,2.319335938,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.038085938,-0.234863281,0.979980469,1.281738281,7.995605469,-2.624511719,2.06E+08
192.168.43.70,-0.256835938,-0.715820313,0.7421875,14.89257813,-12.63427734,4.699707031,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.026855469,-0.25,0.989746094,-0.732421875,8.666992188,-1.281738281,2.06E+08
192.168.43.70,-0.307617188,-0.695800781,0.7265625,14.70947266,-6.34765625,5.981445313,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.029785156,-0.239257813,0.99609375,0.061035156,9.704589844,-0.854492188,2.07E+08
192.168.43.70,-0.340820313,-0.695800781,0.729980469,15.74707031,-13.18359375,1.525878906,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.033203125,-0.248046875,0.993164063,3.234863281,9.155273438,-0.732421875,2.07E+08
192.168.43.70,-0.255859375,-0.720214844,0.770019531,16.47949219,-17.88330078,1.586914063,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.033203125,-0.220214844,0.992675781,6.34765625,7.934570313,0.610351563,2.07E+08
192.168.43.70,-0.270019531,-0.685058594,0.760253906,15.99121094,-7.080078125,4.455566406,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.062011719,-0.228515625,0.970703125,1.037597656,8.850097656,-0.9765625,2.07E+08
192.168.43.70,-0.299804688,-0.6875,0.763183594,14.16015625,-2.624511719,4.333496094,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.056152344,-0.250488281,0.989257813,-1.46484375,10.49804688,-2.319335938,2.07E+08
192.168.43.70,-0.289550781,-0.682128906,0.766113281,13.97705078,-4.211425781,4.089355469,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.089355469,-0.252929688,0.978515625,-0.671386719,11.59667969,-3.90625,2.07E+08
192.168.43.70,-0.274902344,-0.688964844,0.765136719,13.61083984,-2.502441406,4.943847656,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.077148438,-0.254394531,0.976074219,0.671386719,10.19287109,-5.493164063,2.07E+08
192.168.43.70,-0.309570313,-0.681640625,0.770507813,14.46533203,-0.183105469,5.798339844,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.052734375,-0.256835938,0.997070313,0.610351563,8.850097656,-5.432128906,2.07E+08
192.168.43.70,-0.311035156,-0.666503906,0.780761719,14.22119141,-4.943847656,4.943847656,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.047363281,-0.256835938,0.981445313,0.305175781,7.629394531,-4.333496094,2.07E+08
192.168.43.70,-0.283691406,-0.664550781,0.784667969,12.51220703,-6.652832031,3.356933594,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.036621094,-0.244140625,0.98828125,-0.183105469,7.751464844,-2.380371094,2.07E+08
192.168.43.70,-0.296386719,-0.671875,0.780273438,12.08496094,-2.258300781,1.037597656,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.044921875,-0.237792969,1.002929688,-0.549316406,8.361816406,-1.220703125,2.07E+08
192.168.43.70,-0.30078125,-0.674316406,0.78125,13.79394531,-0.854492188,-0.793457031,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.078125,-0.232421875,0.990234375,-0.48828125,9.033203125,-1.770019531,2.07E+08
192.168.43.70,-0.294433594,-0.6640625,0.798339844,13.73291016,-1.586914063,1.647949219,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.092285156,-0.229980469,0.989257813,-0.732421875,8.666992188,-2.502441406,2.07E+08
192.168.43.70,-0.290527344,-0.646484375,0.802246094,11.96289063,-2.868652344,3.540039063,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.098632813,-0.242675781,0.986328125,-1.220703125,7.873535156,-3.112792969,2.07E+08
192.168.43.70,-0.287109375,-0.654785156,0.794433594,9.582519531,-2.685546875,2.9296875,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.102050781,-0.254394531,0.984863281,-1.342773438,6.774902344,-3.540039063,2.07E+08
192.168.43.70,-0.287597656,-0.664550781,0.797851563,9.094238281,0.610351563,3.356933594,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.1015625,-0.258300781,0.973632813,-0.9765625,4.39453125,-2.807617188,2.07E+08
192.168.43.70,-0.311035156,-0.655273438,0.793457031,10.37597656,2.9296875,2.502441406,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.0859375,-0.270019531,0.967773438,-0.48828125,2.624511719,-2.014160156,2.07E+08
192.168.43.70,-0.310546875,-0.646484375,0.803710938,11.23046875,0.366210938,1.281738281,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.087890625,-0.272949219,0.982421875,-0.549316406,3.41796875,-2.563476563,2.07E+08
192.168.43.70,-0.291503906,-0.639160156,0.810546875,10.25390625,-2.319335938,0.854492188,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.093261719,-0.262207031,0.978027344,-0.610351563,4.150390625,-3.356933594,2.07E+08
192.168.43.70,-0.283203125,-0.643066406,0.814941406,8.666992188,-0.671386719,1.037597656,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.07421875,-0.252929688,0.981445313,-1.037597656,3.723144531,-3.112792969,2.07E+08
192.168.43.70,-0.302734375,-0.641601563,0.812011719,7.873535156,2.380371094,1.647949219,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.070800781,-0.250488281,0.983886719,-0.732421875,2.868652344,-3.051757813,2.07E+08
192.168.43.70,-0.312988281,-0.642089844,0.806640625,7.263183594,0.48828125,1.708984375,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.091308594,-0.249511719,0.985839844,0.061035156,1.098632813,-3.479003906,2.07E+08
192.168.43.70,-0.297851563,-0.640625,0.814453125,7.873535156,-3.051757813,1.403808594,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.119628906,-0.252929688,0.979003906,-0.427246094,1.220703125,-3.845214844,2.07E+08
192.168.43.70,-0.296875,-0.640136719,0.814941406,8.483886719,-2.624511719,0,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.115722656,-0.251953125,0.989257813,-0.9765625,1.525878906,-4.577636719,2.07E+08
192.168.43.70,-0.287597656,-0.644042969,0.814941406,8.850097656,-0.671386719,0.732421875,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.080566406,-0.255859375,0.983398438,-1.098632813,0.549316406,-4.8828125,2.07E+08
192.168.43.70,-0.302734375,-0.634277344,0.816894531,10.25390625,1.525878906,0.732421875,2.25E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.049316406,-0.262207031,0.973632813,-0.9765625,0.427246094,-3.784179688,2.07E+08
192.168.43.70,-0.303222656,-0.625976563,0.826171875,10.62011719,0.732421875,0.48828125,2.26E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.050292969,-0.262695313,0.977050781,-0.732421875,1.098632813,-2.44140625,2.07E+08
192.168.43.70,-0.294921875,-0.626953125,0.830566406,9.643554688,0.793457031,1.037597656,2.26E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.067871094,-0.255859375,0.983886719,-0.244140625,1.647949219,-1.831054688,2.07E+08
192.168.43.70,-0.321777344,-0.627929688,0.82421875,8.850097656,2.014160156,2.746582031,2.26E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.09375,-0.260253906,0.972167969,-0.183105469,1.159667969,-1.708984375,2.07E+08
192.168.43.70,-0.30859375,-0.619628906,0.823730469,9.033203125,-2.746582031,3.662109375,2.26E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.103515625,-0.271972656,0.980957031,0.061035156,-0.549316406,-1.46484375,2.07E+08
192.168.43.70,-0.284667969,-0.61328125,0.835449219,8.850097656,-5.065917969,1.46484375,2.26E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.103027344,-0.269042969,0.98046875,1.098632813,-0.9765625,-1.037597656,2.07E+08
192.168.43.70,-0.300292969,-0.614257813,0.8359375,7.690429688,-1.220703125,0.549316406,2.26E+08,,,,,,,,,
,,,,,,,,,192.168.43.159,-0.072753906,-0.255859375,0.974121094,2.258300781,-3.051757813,-1.708984375,2.07E+08
